NAME,total_pop,male_pop,female_pop,median_age,median_income,state,county,tract,male_percent,female_percent,mean_travel_time,total_commute,car_truck_van,car_truck_van_alone,car_truck_van_carpooled,public_transport,walked,bycicle
"Census Tract 4141.02, Allegheny County, Pennsylvania",7436,3402,4034,45.3,84184,42,3,414102,0.457504034,0.542495966,27.7,3635,91.2,86,5.2,2.8,0,0
"Census Tract 4142, Allegheny County, Pennsylvania",5642,2607,3035,45.6,73043,42,3,414200,0.462070188,0.537929812,26,2545,89.7,87.4,2.3,1.5,0.1,0
"Census Tract 4150.01, Allegheny County, Pennsylvania",4772,2352,2420,44.3,87596,42,3,415001,0.492875105,0.507124895,27.2,2329,89.9,83.2,6.7,0.5,2.9,0
"Census Tract 4150.02, Allegheny County, Pennsylvania",2515,1220,1295,50.1,92250,42,3,415002,0.485089463,0.514910537,26.6,1150,92.2,84.6,7.6,0,0,0
"Census Tract 4160, Allegheny County, Pennsylvania",1653,813,840,51.7,48750,42,3,416000,0.491833031,0.508166969,25.1,850,91.9,82,9.9,2.4,3.4,0
"Census Tract 4171, Allegheny County, Pennsylvania",2069,950,1119,50,53365,42,3,417100,0.459159014,0.540840986,27.8,1180,91.9,84.3,7.6,3.9,1.1,0
"Census Tract 4172, Allegheny County, Pennsylvania",1319,514,805,45.3,34055,42,3,417200,0.389689158,0.610310842,27.4,641,86.6,81.4,5.1,7.5,2.5,0
"Census Tract 4180, Allegheny County, Pennsylvania",1804,886,918,49.8,55321,42,3,418000,0.49113082,0.50886918,26.1,853,87.5,74.7,12.8,6.9,1.9,0
"Census Tract 4190, Allegheny County, Pennsylvania",3049,1363,1686,55.9,49643,42,3,419000,0.447031814,0.552968186,24.2,1329,88.7,78.1,10.6,5.1,0.7,0
"Census Tract 4200, Allegheny County, Pennsylvania",1670,847,823,36.8,39929,42,3,420000,0.507185629,0.492814371,25.2,826,81.4,75.1,6.3,8,5.7,0.8
"Census Tract 4211, Allegheny County, Pennsylvania",4188,2051,2137,49,72450,42,3,421100,0.489732569,0.510267431,23.9,1720,92.6,83.1,9.4,2.1,0.5,0
"Census Tract 4212, Allegheny County, Pennsylvania",4341,2176,2165,48.3,92051,42,3,421200,0.501266989,0.498733011,25,2275,91.2,82.5,8.7,1.7,0.7,0.4
"Census Tract 4220, Allegheny County, Pennsylvania",5392,2636,2756,48.8,148553,42,3,422000,0.488872404,0.511127596,25.3,1986,88,76.4,11.5,0,1.5,0.8
"Census Tract 4230, Allegheny County, Pennsylvania",2773,1271,1502,37.9,66108,42,3,423000,0.458348359,0.541651641,24.8,1430,87.3,75.4,11.9,5,3.9,1.2
"Census Tract 4240, Allegheny County, Pennsylvania",3421,1778,1643,42.7,32431,42,3,424000,0.519731073,0.480268927,22.9,1552,83.3,72.4,11,10.1,5.4,0
"Census Tract 4250, Allegheny County, Pennsylvania",3415,1776,1639,36.4,44615,42,3,425000,0.520058565,0.479941435,22.2,1855,88.7,78.9,9.8,5.7,3.5,0
"Census Tract 4263, Allegheny County, Pennsylvania",6151,2990,3161,44.2,77057,42,3,426300,0.486099821,0.513900179,27,3100,88.7,81.5,7.2,4.6,1.1,0.5
"Census Tract 4264, Allegheny County, Pennsylvania",4215,1995,2220,46.2,61680,42,3,426400,0.473309609,0.526690391,24.3,2480,93.3,83.5,9.8,0,2.1,0.8
"Census Tract 4267, Allegheny County, Pennsylvania",2265,1090,1175,49.6,57885,42,3,426700,0.481236203,0.518763797,22.6,1227,95.8,83.6,12.1,0,3,0
"Census Tract 4268, Allegheny County, Pennsylvania",5490,2685,2805,47.9,79491,42,3,426800,0.489071038,0.510928962,26.2,2831,94.3,85.6,8.8,1.4,0,0
"Census Tract 4270, Allegheny County, Pennsylvania",3714,1899,1815,40.6,35496,42,3,427000,0.511308562,0.488691438,25.6,2073,80.9,68.1,12.8,9.5,5.5,1.2
"Census Tract 4271, Allegheny County, Pennsylvania",5489,2723,2766,47.4,78393,42,3,427100,0.496083075,0.503916925,25.9,2934,89.9,83.4,6.5,2.7,0.5,0
"Census Tract 4272, Allegheny County, Pennsylvania",4989,2541,2448,43.1,51315,42,3,427200,0.509320505,0.490679495,23.7,2444,88.5,77.9,10.5,4.1,3.5,0
"Census Tract 4281, Allegheny County, Pennsylvania",1163,575,588,48.5,54712,42,3,428100,0.494411006,0.505588994,21.5,592,93.6,76.9,16.7,4.6,1,0
"Census Tract 4282, Allegheny County, Pennsylvania",2144,1079,1065,45.8,65000,42,3,428200,0.503264925,0.496735075,21.7,1275,91.9,82.6,9.3,2,2,0
"Census Tract 4291, Allegheny County, Pennsylvania",2703,1354,1349,40.2,68244,42,3,429100,0.500924898,0.499075102,23.3,1490,90.3,79.6,10.7,5.1,0,0
"Census Tract 4292.01, Allegheny County, Pennsylvania",4357,2083,2274,45.3,81033,42,3,429201,0.478081249,0.521918751,25.8,2255,89,75.7,13.3,6.5,0.9,0.4
"Census Tract 4292.02, Allegheny County, Pennsylvania",4469,2147,2322,42.4,72861,42,3,429202,0.480420676,0.519579324,23.4,2303,89.1,76.9,12.1,3.8,0,0
"Census Tract 4293, Allegheny County, Pennsylvania",5372,2585,2787,53.3,71890,42,3,429300,0.481198809,0.518801191,25.4,2713,92.1,79.4,12.7,1.4,0.3,0
"Census Tract 4294, Allegheny County, Pennsylvania",4513,2127,2386,40.2,68780,42,3,429400,0.471305119,0.528694881,24.9,2395,88.6,79.8,8.8,2.3,3.6,0
"Census Tract 4295, Allegheny County, Pennsylvania",4083,1919,2164,50.5,60506,42,3,429500,0.469997551,0.530002449,25.2,2240,89.3,78.7,10.6,5.5,0,0
"Census Tract 4296, Allegheny County, Pennsylvania",3077,1426,1651,37.3,58423,42,3,429600,0.463438414,0.536561586,26,1657,85.5,73.9,11.5,10,0,0
"Census Tract 4297, Allegheny County, Pennsylvania",2430,1060,1370,47.3,46071,42,3,429700,0.436213992,0.563786008,23.2,1178,90.8,76.4,14.4,3.7,1.1,0
"Census Tract 4301, Allegheny County, Pennsylvania",2100,987,1113,34.9,54625,42,3,430100,0.47,0.53,21.8,1271,90.8,79.8,11,5.4,2.4,0.6
"Census Tract 4302, Allegheny County, Pennsylvania",4604,2390,2214,38.9,58218,42,3,430200,0.519113814,0.480886186,23.2,2714,87.8,76.6,11.2,6.3,1.8,0
"Census Tract 4311, Allegheny County, Pennsylvania",3317,1550,1767,36.3,41118,42,3,431100,0.46728972,0.53271028,28.2,1967,77.4,69,8.4,15.5,3.8,0
"Census Tract 4314, Allegheny County, Pennsylvania",1900,927,973,38.1,45882,42,3,431400,0.487894737,0.512105263,25.9,1076,79.8,67.6,12.3,10.2,6.1,0.7
"Census Tract 4315, Allegheny County, Pennsylvania",3068,1433,1635,43.2,38079,42,3,431500,0.467079531,0.532920469,25.8,1930,65.6,59,6.6,16.6,12.1,0
"Census Tract 4323, Allegheny County, Pennsylvania",2058,873,1185,52.4,39265,42,3,432300,0.424198251,0.575801749,27.6,1066,83.1,77.4,5.7,11.4,4.2,0
"Census Tract 4324, Allegheny County, Pennsylvania",2608,1144,1464,38,39720,42,3,432400,0.438650307,0.561349693,25.3,1356,80.6,72.4,8.2,10.8,3.9,0.4
"Census Tract 4340, Allegheny County, Pennsylvania",1774,814,960,40,91250,42,3,434000,0.458850056,0.541149944,26.8,984,87.1,77.1,10,5.2,0.4,0
"Census Tract 4350, Allegheny County, Pennsylvania",2443,1255,1188,38.7,55399,42,3,435000,0.513712648,0.486287352,26,1409,86.3,76.9,9.4,4.2,3.6,0
"Census Tract 4370, Allegheny County, Pennsylvania",5937,2974,2963,36.5,105919,42,3,437000,0.500926394,0.499073606,26.1,3182,94,86.3,7.7,1.1,0,0
"Census Tract 4390, Allegheny County, Pennsylvania",1422,726,696,46.8,92083,42,3,439000,0.510548523,0.489451477,28.2,655,85.8,83.4,2.4,1.1,1.1,0
"Census Tract 4455, Allegheny County, Pennsylvania",3852,1843,2009,42.6,69625,42,3,445500,0.478452752,0.521547248,25.1,1842,78.8,71.2,7.5,4.7,8.3,0
"Census Tract 4460, Allegheny County, Pennsylvania",1639,742,897,45.2,154545,42,3,446000,0.45271507,0.54728493,24.2,753,80.1,74.5,5.6,1.7,4.5,1.7
"Census Tract 4470, Allegheny County, Pennsylvania",1622,764,858,43.3,80192,42,3,447000,0.471023428,0.528976572,27.8,817,89,83.6,5.4,1.2,1.2,0
"Census Tract 4480, Allegheny County, Pennsylvania",1287,615,672,42.2,46389,42,3,448000,0.477855478,0.522144522,30.5,609,84.6,77.8,6.7,3,6.2,0.5
"Census Tract 4490, Allegheny County, Pennsylvania",2607,1243,1364,45,65179,42,3,449000,0.476793249,0.523206751,26.7,1384,92.5,86.4,6.1,1.6,0,0
"Census Tract 4507, Allegheny County, Pennsylvania",3146,1519,1627,39.7,42585,42,3,450700,0.482835346,0.517164654,21.9,1750,90.1,83.5,6.6,3.4,3.7,0
"Census Tract 4508, Allegheny County, Pennsylvania",2471,1220,1251,48.6,35722,42,3,450800,0.493727236,0.506272764,23.4,966,86.9,81.2,5.7,0.5,10.5,0
"Census Tract 4511.01, Allegheny County, Pennsylvania",3733,1839,1894,42.7,81771,42,3,451101,0.492633271,0.507366729,22.5,2168,89.5,82.1,7.4,0.3,0.9,0
"Census Tract 4511.02, Allegheny County, Pennsylvania",5689,2902,2787,30.8,56375,42,3,451102,0.510107224,0.489892776,25.4,2882,85.2,77.8,7.4,4.5,6.9,0
"Census Tract 4511.04, Allegheny County, Pennsylvania",3546,1748,1798,40.9,103088,42,3,451104,0.492949803,0.507050197,28,1827,93.4,87.4,6,2.8,0.3,0
"Census Tract 4511.05, Allegheny County, Pennsylvania",5128,2711,2417,32.2,55081,42,3,451105,0.528666147,0.471333853,26.6,3007,87.2,64.5,22.7,6.8,3.8,0
"Census Tract 4513, Allegheny County, Pennsylvania",7339,3621,3718,44.5,106567,42,3,451300,0.49339147,0.50660853,22.3,4133,92.6,86.8,5.8,1.7,0.3,0
"Census Tract 4520, Allegheny County, Pennsylvania",5396,2545,2851,41.3,75968,42,3,452000,0.471645663,0.528354337,24.7,2786,93.8,89.6,4.2,1.3,0.5,0
"Census Tract 4530.03, Allegheny County, Pennsylvania",1912,870,1042,44.3,57375,42,3,453003,0.455020921,0.544979079,23.7,855,90.6,82.6,8.1,6,0,0
"Census Tract 4530.04, Allegheny County, Pennsylvania",7027,3476,3551,37.5,75297,42,3,453004,0.494663441,0.505336559,24.7,4253,94.8,79.2,15.6,1.3,0.3,0
"Census Tract 4550, Allegheny County, Pennsylvania",1508,765,743,47.1,58618,42,3,455000,0.50729443,0.49270557,23.7,764,91,81.9,9,3.7,2.2,0
"Census Tract 4560.01, Allegheny County, Pennsylvania",3372,1656,1716,41.4,80050,42,3,456001,0.491103203,0.508896797,24.2,1859,93,87,6,1.2,0,0
"Census Tract 4560.03, Allegheny County, Pennsylvania",7230,3318,3912,38.1,94356,42,3,456003,0.458921162,0.541078838,30.2,3421,87.5,81,6.5,3.2,0,0
"Census Tract 4560.04, Allegheny County, Pennsylvania",4681,2167,2514,47,60740,42,3,456004,0.46293527,0.53706473,23.5,2283,90.7,80.8,9.9,1.1,0,0
"Census Tract 4571, Allegheny County, Pennsylvania",1516,715,801,43,40878,42,3,457100,0.471635884,0.528364116,23.5,799,79.1,71.1,8,6.8,6.5,1
"Census Tract 4572, Allegheny County, Pennsylvania",3601,1694,1907,46.4,49545,42,3,457200,0.470424882,0.529575118,23,1862,89.4,82.2,7.1,6.2,1.7,0
"Census Tract 4580, Allegheny County, Pennsylvania",7755,3966,3789,49.9,68542,42,3,458000,0.511411992,0.488588008,27.3,3978,86.8,81.6,5.2,6.8,0.6,0
"Census Tract 4591.01, Allegheny County, Pennsylvania",1733,821,912,44.5,65000,42,3,459101,0.473744951,0.526255049,23.5,766,96,85.4,10.6,0.7,0,0
"Census Tract 4591.02, Allegheny County, Pennsylvania",5917,2839,3078,47.6,93135,42,3,459102,0.479803955,0.520196045,24,3313,91.9,85,6.9,2.4,0.6,0.1
"Census Tract 4592.01, Allegheny County, Pennsylvania",6026,3102,2924,40.8,77388,42,3,459201,0.514769333,0.485230667,25.8,3517,85,79.9,5.1,5.5,1.3,0
"Census Tract 4592.02, Allegheny County, Pennsylvania",738,308,430,36.9,54779,42,3,459202,0.417344173,0.582655827,24.3,575,88,81.6,6.4,3.7,0,0.3
"Census Tract 4600.01, Allegheny County, Pennsylvania",4653,2187,2466,48.8,64730,42,3,460001,0.470019342,0.529980658,26.6,2367,93.1,84.5,8.6,4,0,0
"Census Tract 4600.02, Allegheny County, Pennsylvania",3354,1637,1717,49.7,70060,42,3,460002,0.488073942,0.511926058,24.9,1787,88.3,78,10.4,2.1,0,0
"Census Tract 4610, Allegheny County, Pennsylvania",1145,602,543,47.1,44375,42,3,461000,0.525764192,0.474235808,20.2,639,91.9,80,11.9,1.9,3.6,0
"Census Tract 4621, Allegheny County, Pennsylvania",2790,1329,1461,40.5,33333,42,3,462100,0.476344086,0.523655914,20.8,972,85.6,66.6,19,5.3,7,0
"Census Tract 4626, Allegheny County, Pennsylvania",3499,1691,1808,36.3,36132,42,3,462600,0.483280937,0.516719063,29.4,1623,74.8,65.8,9,18.8,3.2,0
"Census Tract 4639, Allegheny County, Pennsylvania",2561,1299,1262,40.7,35804,42,3,463900,0.507223741,0.492776259,20.8,1313,79.9,70.5,9.4,13.1,3.4,0
"Census Tract 4643, Allegheny County, Pennsylvania",3294,1721,1573,41.9,48490,42,3,464300,0.522465088,0.477534912,24.9,1853,80,74,6,13.7,4.1,0
"Census Tract 4644, Allegheny County, Pennsylvania",3485,1673,1812,32.5,25971,42,3,464400,0.480057389,0.519942611,25.8,1588,69.4,58.1,11.3,16.4,14.2,0
"Census Tract 4656, Allegheny County, Pennsylvania",2468,1180,1288,38.3,39601,42,3,465600,0.478119935,0.521880065,24,1342,82.7,71.6,11.1,9.6,3.9,0
"Census Tract 4658, Allegheny County, Pennsylvania",3431,1685,1746,41.1,57480,42,3,465800,0.491110463,0.508889537,29.2,2099,81.5,75.7,5.8,14,2.6,0.5
"Census Tract 4687, Allegheny County, Pennsylvania",1634,865,769,47.3,47857,42,3,468700,0.529375765,0.470624235,23.5,819,86.1,78.5,7.6,10,1.3,0
"Census Tract 4688, Allegheny County, Pennsylvania",2396,1217,1179,34.6,41625,42,3,468800,0.507929883,0.492070117,25,1271,80.5,72.1,8.3,13.5,4.9,0.6
"Census Tract 4689, Allegheny County, Pennsylvania",3914,1856,2058,33.6,42684,42,3,468900,0.474195197,0.525804803,23.9,1796,83.9,70.3,13.6,4.7,2.1,1.2
"Census Tract 4690, Allegheny County, Pennsylvania",4749,2097,2652,47.3,72604,42,3,469000,0.441566646,0.558433354,24.3,2537,86.7,75.1,11.6,6.4,1,0
"Census Tract 4703, Allegheny County, Pennsylvania",3885,1713,2172,51.7,65105,42,3,470300,0.440926641,0.559073359,24.9,1796,88.1,82.6,5.5,7.7,0.1,0
"Census Tract 4704, Allegheny County, Pennsylvania",2949,1414,1535,50.7,62697,42,3,470400,0.479484571,0.520515429,24.4,1401,85.7,82.1,3.6,5.7,1.6,0
"Census Tract 4705.01, Allegheny County, Pennsylvania",3619,1938,1681,33.8,65592,42,3,470501,0.535507046,0.464492954,28.2,1916,68,58,10,22.2,3.1,0
"Census Tract 4705.02, Allegheny County, Pennsylvania",3041,1417,1624,50.7,74574,42,3,470502,0.465965143,0.534034857,28.9,1496,88.6,78.9,9.8,7.6,0.3,0
"Census Tract 4706, Allegheny County, Pennsylvania",3420,1620,1800,37.8,48893,42,3,470600,0.473684211,0.526315789,25.7,1679,89,84,5,8.6,2.4,0
"Census Tract 4710, Allegheny County, Pennsylvania",1314,621,693,42.7,43333,42,3,471000,0.47260274,0.52739726,24.6,750,86.1,76.5,9.6,1.7,5.9,0
"Census Tract 4721, Allegheny County, Pennsylvania",2382,1163,1219,37.9,49309,42,3,472100,0.488245172,0.511754828,26.9,1362,70.6,60.4,10.1,20.4,1.9,0
"Census Tract 4722, Allegheny County, Pennsylvania",2321,1117,1204,34.5,76094,42,3,472200,0.481258078,0.518741922,29.4,1437,68.4,61.4,7,25.4,2.9,0
"Census Tract 4723, Allegheny County, Pennsylvania",1920,936,984,34.4,46193,42,3,472300,0.4875,0.5125,27.2,1252,77.2,70,7.2,19,3.4,0
"Census Tract 4724, Allegheny County, Pennsylvania",1868,861,1007,39.1,78886,42,3,472400,0.460920771,0.539079229,26.5,1034,84.5,73.6,10.9,9.3,1.2,0
"Census Tract 4731, Allegheny County, Pennsylvania",4623,2338,2285,40.5,73407,42,3,473100,0.505732209,0.494267791,25.1,2374,80.5,75.6,5,7.5,1.5,0
"Census Tract 4732, Allegheny County, Pennsylvania",2966,1397,1569,44.9,55833,42,3,473200,0.47100472,0.52899528,26.7,1477,73.9,63.7,10.2,16.2,4.4,0
"Census Tract 4733, Allegheny County, Pennsylvania",5629,2530,3099,44.3,85330,42,3,473300,0.449458163,0.550541837,26.8,2740,78.6,67.4,11.2,13.8,3.9,0.8
"Census Tract 4734.01, Allegheny County, Pennsylvania",3759,1784,1975,40.5,66848,42,3,473401,0.474594307,0.525405693,28.4,1830,73,64.9,8.1,12.8,5.4,1.1
"Census Tract 4734.02, Allegheny County, Pennsylvania",3609,1792,1817,44.4,97841,42,3,473402,0.496536437,0.503463563,26.5,1832,77.5,70.3,7.2,9.9,3.1,0
"Census Tract 4735, Allegheny County, Pennsylvania",3963,1985,1978,43,126960,42,3,473500,0.500883169,0.499116831,30.5,1823,83.5,74.3,9.2,9.2,2.2,0.4
"Census Tract 4736.01, Allegheny County, Pennsylvania",3821,1740,2081,46.6,107109,42,3,473601,0.455378173,0.544621827,26.2,1791,79.2,71.9,7.4,5.5,0.8,0
"Census Tract 4736.02, Allegheny County, Pennsylvania",4495,2179,2316,51.5,85909,42,3,473602,0.484760845,0.515239155,29.6,1765,86.8,78,8.8,6.6,0.1,0
"Census Tract 4741.01, Allegheny County, Pennsylvania",3620,1828,1792,42.8,94236,42,3,474101,0.504972376,0.495027624,29.4,1726,86.5,81.1,5.4,4.5,0,0
"Census Tract 4741.02, Allegheny County, Pennsylvania",3718,1737,1981,42.4,105990,42,3,474102,0.467186659,0.532813341,31.9,1578,85,82.7,2.3,4,0.9,0
"Census Tract 4742.01, Allegheny County, Pennsylvania",2528,1204,1324,47.2,109700,42,3,474201,0.476265823,0.523734177,31,1159,80,77.7,2.3,11,1.4,0
"Census Tract 4742.02, Allegheny County, Pennsylvania",5021,2543,2478,45.6,122361,42,3,474202,0.506472814,0.493527186,30.3,2181,82.8,80.7,2,4.4,1.7,0
"Census Tract 4742.03, Allegheny County, Pennsylvania",4634,2326,2308,42.5,106500,42,3,474203,0.501942167,0.498057833,33.1,2125,83.3,80.4,2.9,7.4,0,0
"Census Tract 4751.01, Allegheny County, Pennsylvania",4623,2193,2430,49,60112,42,3,475101,0.474367294,0.525632706,28.1,2404,73.3,67.2,6.1,20.4,0.7,0.6
"Census Tract 4751.02, Allegheny County, Pennsylvania",1555,746,809,46.6,72292,42,3,475102,0.479742765,0.520257235,30,828,78.7,72.1,6.6,11,0.7,1
"Census Tract 4752, Allegheny County, Pennsylvania",4748,2272,2476,44.4,75757,42,3,475200,0.47851727,0.52148273,30.8,2300,83.7,79.5,4.2,7,1,0
"Census Tract 4753.01, Allegheny County, Pennsylvania",4668,2326,2342,45.3,57674,42,3,475301,0.498286204,0.501713796,30,2411,79.4,72.5,6.9,11.9,2.7,0
"Census Tract 4753.03, Allegheny County, Pennsylvania",3948,1909,2039,47.5,80213,42,3,475303,0.483535968,0.516464032,33.7,1858,82.5,75.8,6.7,10,0.4,0
"Census Tract 4753.04, Allegheny County, Pennsylvania",5610,2604,3006,45,83311,42,3,475304,0.464171123,0.535828877,30.7,3138,82.2,71.4,10.7,8.7,0.3,0
"Census Tract 4754.01, Allegheny County, Pennsylvania",3964,1862,2102,46.3,71042,42,3,475401,0.469727548,0.530272452,34,1886,82.4,74.8,7.6,9.3,3.3,0
"Census Tract 4754.02, Allegheny County, Pennsylvania",3106,1491,1615,45.3,83868,42,3,475402,0.480038635,0.519961365,36.2,1644,79.2,75.9,3.3,10,1.3,0
"Census Tract 4761, Allegheny County, Pennsylvania",4852,2532,2320,39,46341,42,3,476100,0.521846661,0.478153339,33,2841,75.4,71.1,4.3,17.9,0.7,0
"Census Tract 4762, Allegheny County, Pennsylvania",3436,1652,1784,43.9,59063,42,3,476200,0.480791618,0.519208382,26.8,1862,80.9,69.6,11.3,15.8,1.3,0
"Census Tract 4771, Allegheny County, Pennsylvania",3511,1504,2007,47.2,65408,42,3,477100,0.428367986,0.571632014,30.3,1641,87.1,79.2,8,9.4,1.2,0
"Census Tract 4772, Allegheny County, Pennsylvania",4156,1917,2239,52.1,60495,42,3,477200,0.461260828,0.538739172,30.9,1785,87.2,79.7,7.5,10.3,0,0
"Census Tract 4773, Allegheny County, Pennsylvania",6206,2949,3257,41,49866,42,3,477300,0.475185305,0.524814695,31.6,3183,81.1,65.4,15.7,13,1.7,0
"Census Tract 4781, Allegheny County, Pennsylvania",4132,1956,2176,38.5,46667,42,3,478100,0.473378509,0.526621491,32.5,2301,84.8,74.1,10.7,11.8,0.5,0
"Census Tract 4782, Allegheny County, Pennsylvania",5418,2584,2834,35.7,58383,42,3,478200,0.476928756,0.523071244,30.8,2568,77.2,66.4,10.8,13,5.4,0
"Census Tract 4790, Allegheny County, Pennsylvania",1972,1010,962,46,60595,42,3,479000,0.512170385,0.487829615,25.8,930,88.9,76,12.9,5.7,0.4,0
"Census Tract 4801.01, Allegheny County, Pennsylvania",5152,2417,2735,34.5,44854,42,3,480101,0.469138199,0.530861801,31.2,2634,86,76.3,9.6,7.9,2.5,0.6
"Census Tract 4801.02, Allegheny County, Pennsylvania",3184,1601,1583,50.4,58846,42,3,480102,0.502826633,0.497173367,29.1,1561,92.4,85.6,6.9,3.3,1.5,0
"Census Tract 4802, Allegheny County, Pennsylvania",3318,1508,1810,43.6,62153,42,3,480200,0.454490657,0.545509343,25.9,1583,83.1,73.4,9.7,8.3,2.5,0
"Census Tract 4803, Allegheny County, Pennsylvania",3470,1731,1739,40.6,64205,42,3,480300,0.498847262,0.501152738,32.3,1839,88.4,72.8,15.7,3.3,0,1.5
"Census Tract 4804, Allegheny County, Pennsylvania",4670,2250,2420,50.9,59618,42,3,480400,0.481798715,0.518201285,27.6,2254,94.4,79.2,15.1,3.1,0.8,0
"Census Tract 4810, Allegheny County, Pennsylvania",3362,1554,1808,32.3,33750,42,3,481000,0.462224866,0.537775134,29.7,1304,61.5,52.8,8.7,27.1,5.2,0
"Census Tract 4825, Allegheny County, Pennsylvania",1720,770,950,50,49219,42,3,482500,0.447674419,0.552325581,25.5,834,86.8,77.9,8.9,8,1.8,0
"Census Tract 4838, Allegheny County, Pennsylvania",3142,1438,1704,39.4,24703,42,3,483800,0.457670274,0.542329726,28.2,1227,59,52.5,6.5,28.9,8.5,0.2
"Census Tract 4843, Allegheny County, Pennsylvania",3521,1755,1766,36,38542,42,3,484300,0.498437944,0.501562056,25.2,1780,74.8,65.4,9.4,13.5,5.4,0
"Census Tract 4845, Allegheny County, Pennsylvania",5631,2796,2835,47.9,54026,42,3,484500,0.496537027,0.503462973,24.9,3004,83.3,71.9,11.4,7.4,3.6,0
"Census Tract 4846, Allegheny County, Pennsylvania",2153,868,1285,41.8,47719,42,3,484600,0.403158384,0.596841616,26.4,923,78.8,72.3,6.5,9.5,1.7,0
